S1,"S1 - other","S1 - time",S2,"S2 - other","S2 - time",E1_1,"E1_1 - other","E1_1 - time",E2,"E2 - other","E2 - time",E3,"E3 - other","E3 - time",E4,"E4 - other","E4 - time",E5,"E5 - other","E5 - time",A1,"A1 - other","A1 - time",A2,"A2 - other","A2 - time",A4,"A4 - other","A4 - time",A5,"A5 - other","A5 - time",A6,"A6 - other","A6 - time",A6_1,"A6_1 - other","A6_1 - time",A7,"A7 - other","A7 - time",A8,"A8 - other","A8 - time",A9,"A9 - other","A9 - time",A10,"A10 - other","A10 - time",A10_1,"A10_1 - other","A10_1 - time",S5,"S5 - other","S5 - time",S6,"S6 - other","S6 - time",S7,"S7 - other","S7 - time",S3,"S3 - other","S3 - time",S3_1,"S3_1 - other","S3_1 - time",C1,"C1 - other","C1 - time",C2,"C2 - other","C2 - time",C3,"C3 - other","C3 - time",C4,"C4 - other","C4 - time",C5,"C5 - other","C5 - time",C6,"C6 - other","C6 - time"
"""2""",,37,"""5""",,34,"[""4"",""7"",""8"",""11""]",,61,"{""4"":""3"",""7"":""1"",""8"":""2"",""11"":""3""}",,58,,,,,,,,,,"{""41"":""1"",""400"":""1"",""48"":""1"",""44"":""1"",""401"":""1"",""39"":""1"",""46"":""1"",""43"":""1"",""45"":""1"",""402"":""1"",""47"":""1"",""42"":""1"",""40"":""1""}",,569,"{""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте""},""400"":{""LastName"":""Гришин"",""Company"":""Mail.Ru Group""},""48"":{""LastName"":""Долгов"",""Company"":""oogle Russia""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""401"":{""LastName"":""Артамонова"",""Company"":""Mail.Ru Group""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""46"":{""LastName"":""Касперский"",""Company"":""Лаборатория Касперского""},""43"":{""LastName"":""Пейдж"",""Company"":""Google""},""45"":{""LastName"":""Балмер"",""Company"":""Майкрософт""},""402"":{""LastName"":""Захаров"",""Company"":""Apple""},""47"":{""LastName"":""Белоусов"",""Company"":""Parallels""},""42"":{""LastName"":""Молибог"",""Company"":""Газета""},""40"":{""LastName"":""Гришин"",""Company"":""Mail.Ru Group""}}",,388,"[""44"",""39"",""43"",""41""]",,102,"{""44"":[""4"",""5"",""6""],""43"":[""1"",""4"",""6""],""39"":[""6""],""41"":[""4"",""5"",""6"",""7""]}",,78,"[""10"",""8"",""2"",""6"",""1"",""4""]",,40,"{""10"":[""4"",""7"",""8""],""2"":[""4"",""7"",""8""],""6"":[""4"",""6"",""7""],""8"":[""1"",""4"",""7"",""8""],""1"":[""4"",""7""],""4"":[""4"",""5"",""6"",""7"",""8""]}",,70,,,,"[""8"",""3"",""6""]",,101,"[""9"",""8"",""1""]",,25,"{""1"":[""83"",""85"",""84"",""89""],""7"":[""85""],""4"":[""85"",""84""],""6"":[""85""],""8"":[""85"",""84""],""9"":[""84""],""5"":[""85""],""2"":[""87"",""83"",""85"",""84"",""89""],""3"":[""83"",""85"",""84""]}",,194,"{""14"":[""84""],""11"":[""85"",""84""],""17"":[""90""],""10"":[""90""],""16"":[""90""],""15"":[""85"",""84"",""89""],""12"":[""85"",""84""],""18"":[""83"",""84"",""89""],""13"":[""83"",""84""]}",,185,"""98""","Аспирант и руководитель в ИТ в области, ИТ проектов, гл. редактор эл. СМИ",136,"""2""",,33,,,,,,,"""98""","Энергетика/ИТ/Нефтянная отрасль",54,"""1991""",,8,"""1""",,5,"""77""",,16,"""4""",,36,"""4""",,58,"[""3"",""9"",""10""]",,97
"""2""",,12,"""10""",,7,"[""2"",""3"",""4"",""6"",""7"",""8""]",,43,"{""2"":""6"",""3"":""6"",""4"":""4"",""6"":""2"",""7"":""1"",""8"":""4""}",,65,,,,,,,,,,"{""49"":""1""}",,18,,,,"[""46"",""44""]",,71,"{""46"":[""5"",""6"",""7""],""44"":[""1"",""4"",""5"",""6"",""7""]}",,16118,"[""11"",""1"",""9"",""3"",""7"",""2"",""5""]",,26,"{""11"":[""4"",""6"",""7""],""7"":[""4"",""7""],""2"":[""4"",""7""],""1"":[""4"",""7""],""9"":[""4""],""3"":[""4""],""5"":[""4""]}",,46,,,,"[""11"",""7""]",,16,"[""99""]",,10,"{""5"":[""85"",""84""],""8"":[""85"",""84""],""6"":[""84""],""1"":[""85"",""84"",""86"",""83"",""88""],""3"":[""84"",""86""],""9"":[""84""],""4"":[""85"",""84"",""86"",""83"",""88""],""2"":[""85"",""84"",""86"",""83"",""88""],""7"":[""85"",""84""]}",,112,"{""12"":[""84""],""16"":[""85"",""84"",""86""],""17"":[""85"",""84"",""86""],""15"":[""85"",""84"",""86""],""13"":[""84""],""14"":[""84""],""18"":[""84""],""10"":[""84""],""11"":[""85"",""84"",""86""]}",,82,"""1""",,15,"""2""",,11,"""4""",,8,,,,"""4""",,15,"""1964""",,7,"""1""",,4,"""25""",,9,"""5""",,12,"""5""",,24,"[""2"",""9"",""11""]",,87
"""1""",,16,"""14""",,19,"[""1"",""6"",""8""]",,72,"{""1"":""6"",""6"":""6"",""8"":""4""}",,38,,,,,,,,,,"{""44"":""1"",""46"":""1""}",,45,"{""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""46"":{""LastName"":""Касперский"",""Company"":""Лаборатория Каспкрского""}}",,59,"[""46""]",,61,"{""46"":[""6""]}",,18,"[""11"",""6"",""9"",""1"",""8""]",,85,"{""11"":[""6""],""9"":[""6""],""6"":[""4""],""1"":[""6"",""8""],""8"":[""6""]}",,48,,,,"[""6"",""3"",""9"",""1"",""8""]",,25,"[""9"",""1"",""8""]",,25,"{""2"":[""85"",""84""],""7"":[""84""],""5"":[""85"",""84""],""3"":[""85"",""84""],""6"":[""85"",""84""],""4"":[""85"",""84""],""9"":[""85"",""84""],""8"":[""85""],""1"":[""85"",""84""]}",,150,"{""16"":[""83"",""85"",""84""],""12"":[""85"",""84""],""18"":[""83"",""85"",""84""],""11"":[""85"",""84""],""15"":[""83"",""85"",""84""],""13"":[""85"",""84""],""14"":[""83"",""85"",""84""],""17"":[""83"",""85"",""84""],""10"":[""90""]}",,98,"""4""",,21,"""1""",,4,,,,"""3""",,38,,,,"""1958""",,9,"""1""",,2,"""2""",,6,"""4""",,13,"""6""",,46,"[""1"",""3"",""19""]",,78
"""2""",,12,"""1""",,5,"[""1"",""2"",""4"",""7"",""8"",""9"",""10""]",,23,"{""1"":""5"",""2"":""5"",""4"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2""}",,39,,,,,,,,,,"{""400"":""1"",""46"":""1"",""40"":""1"",""44"":""1"",""41"":""1"",""402"":""1"",""48"":""1""}",,22,"{""400"":{""LastName"":""Широков"",""Company"":""Одноклассники""},""46"":{""LastName"":""Касперский"",""Company"":""Лаборатория Касперского""},""40"":{""LastName"":""Гришин"",""Company"":""Mail.ru Group""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""41"":{""LastName"":""Дуров"",""Company"":""ВКонтакте""},""402"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""48"":{""LastName"":""Долгов"",""CompanyEmpty"":""1""}}",,128,"[""48"",""39"",""40"",""41"",""44""]",,15,"{""48"":[""4"",""7""],""39"":[""7""],""40"":[""4"",""6"",""7"",""8""],""41"":[""4"",""7"",""8""],""44"":[""1"",""4"",""6"",""7"",""8""]}",,38,"[""2""]",,22,"{""2"":[""1"",""4"",""5"",""6"",""7"",""8""]}",,14,,,,"[""6"",""2"",""4"",""1""]",,21,"[""6"",""4""]",,12,"{""1"":[""84"",""83"",""89"",""85""],""5"":[""89""],""7"":[""85""],""4"":[""84"",""89"",""85""],""8"":[""83"",""89""],""3"":[""84"",""83"",""89"",""85"",""86""],""2"":[""84"",""83"",""89"",""85"",""86""],""6"":[""85""],""9"":[""84"",""89"",""85""]}",,93,"{""11"":[""89"",""85""],""17"":[""89""],""16"":[""89"",""86""],""10"":[""90""],""15"":[""84"",""89"",""85"",""86""],""18"":[""84"",""89"",""85"",""86""],""12"":[""85""],""13"":[""84"",""89"",""85""],""14"":[""84"",""88"",""83"",""89"",""85"",""86""]}",,108,"""5""",,6,"""99""",,4,,,,,,,"""1""",,4,"""1995""",,4,"""1""",,3,"""15""",,6,"""3""",,3,"""2""",,9,"[""10"",""23"",""24""]",,42
"""1""",,8,"""14""",,10,"[""4"",""7""]",,19,"{""4"":""1"",""7"":""1""}",,11,,,,,,,,,,"{""41"":""1"",""44"":""1"",""45"":""1""}",,29,"{""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте""},""44"":{""LastName"":""Цукерберг"",""Company"":""Фейсбук""},""45"":{""LastName"":""Балмер"",""Company"":""Микрософт""}}",,35,"[""44"",""46"",""45"",""41""]",,22,"{""44"":[""4"",""7""],""46"":[""4"",""7""],""45"":[""4"",""7""],""41"":[""4"",""7""]}",,28,"[""9"",""8"",""6"",""4"",""7"",""1""]",,32,"{""6"":[""4"",""7""],""9"":[""4"",""7""],""4"":[""4"",""7""],""8"":[""4"",""7""],""7"":[""4"",""7""],""1"":[""4"",""7""]}",,54,,,,"[""99""]",,12,"[""6""]",,12,"{""9"":[""90""],""7"":[""85""],""5"":[""84""],""2"":[""83"",""84"",""89"",""86"",""85""],""8"":[""90""],""6"":[""85""],""3"":[""90""],""4"":[""84"",""85""],""1"":[""84"",""86"",""85""]}",,70,"{""14"":[""83"",""84"",""87"",""89"",""86"",""85""],""11"":[""84"",""85""],""10"":[""90""],""13"":[""83"",""84"",""87"",""89"",""86"",""85""],""16"":[""84"",""86"",""85""],""15"":[""84""],""12"":[""85""],""18"":[""90""],""17"":[""84"",""86"",""85""]}",,93,"""1""",,6,"""2""",,16,"""4""",,8,"""1""",,8,,,,"""1979""",,7,"""1""",,3,"""98""",,8,"""4""",,6,"""5""",,14,"[""12""]",,14
"""3""",,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""1""",,16,"""4""",,86,"[""7"",""8"",""10"",""11""]",,51,"{""7"":""1"",""8"":""5"",""10"":""4"",""11"":""2""}",,40,,,,,,,,,,"{""42"":""1"",""43"":""1"",""46"":""1"",""400"":""1"",""41"":""1"",""402"":""1"",""44"":""1""}",,42,"{""42"":{""LastName"":""молибог"",""Company"":""рбк""},""43"":{""LastNameEmpty"":""1"",""Company"":""google""},""46"":{""LastName"":""касперский"",""Company"":""каперский""},""400"":{""LastNameEmpty"":""1"",""Company"":""Одноклассники""},""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте""},""402"":{""LastName"":""Петр..."",""Company"":""SUP""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""}}",,344,"[""47"",""401"",""43"",""45"",""41""]",,90,"{""45"":[""4"",""7"",""8""],""47"":[""6""],""401"":[""4""],""43"":[""4""],""41"":[""4""]}",,49,"[""8"",""2"",""10""]",,26,"{""10"":[""6""],""8"":[""4"",""6""],""2"":[""4""]}",,27,,,,"[""3"",""1"",""10"",""6""]",,38,"[""12"",""2"",""1""]",,20,"{""2"":[""84"",""85"",""89""],""1"":[""84"",""83"",""86"",""85"",""89""],""5"":[""84"",""83"",""85"",""89""],""3"":[""84""],""8"":[""84"",""83"",""89""],""4"":[""84"",""83"",""89""],""9"":[""84"",""83"",""85"",""89""],""6"":[""84""],""7"":[""86"",""85""]}",,184,"{""16"":[""84"",""88"",""83"",""85"",""89"",""87""],""14"":[""84"",""85"",""89""],""13"":[""84"",""83"",""85"",""89""],""18"":[""84"",""83"",""85"",""89""],""10"":[""90""],""11"":[""83"",""89""],""17"":[""84"",""85"",""89""],""12"":[""84"",""83"",""85""],""15"":[""84"",""88"",""83"",""86"",""85"",""89""]}",,209,"""2""",,17,"""2""",,6,"""3""",,7,"""98""",e-commerce,44,,,,"""1985""",,6,"""2""",,3,"""2""",,4,"""4""",,5,"""4""",,22,"[""3"",""11"",""26""]",,76
"""3""",,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""1""",,6,"""2""",,8,"[""2"",""4"",""7"",""8"",""9"",""10""]",,19,"{""2"":""4"",""4"":""3"",""7"":""2"",""8"":""3"",""9"":""3"",""10"":""3""}",,27,,,,,,,,,,"{""48"":""1"",""44"":""1"",""46"":""1"",""45"":""1"",""47"":""1"",""39"":""1"",""41"":""1""}",,38,"{""48"":{""LastName"":""Долгов"",""Company"":""Владимир""},""44"":{""LastName"":""Цукерберг"",""Company"":""Марк""},""46"":{""LastName"":""Евгений"",""Company"":""Касперский""},""45"":{""LastName"":""Стив"",""Company"":""Баллмер""},""47"":{""LastName"":""Евгений"",""Company"":""Белоусов""},""39"":{""LastName"":""Аркадий"",""Company"":""Волож""},""41"":{""LastName"":""Павел"",""Company"":""Дуров""}}",,65,"[""44"",""46"",""39"",""45"",""47"",""41""]",,18,"{""45"":[""4"",""7"",""8""],""44"":[""7"",""8""],""47"":[""7"",""8""],""46"":[""7"",""8""],""41"":[""7"",""8""],""39"":[""7"",""8""]}",,20,"[""5"",""7"",""8"",""4"",""1"",""10""]",,14,"{""5"":[""7"",""8""],""7"":[""7"",""8""],""4"":[""7"",""8""],""8"":[""4"",""7"",""8""],""1"":[""7"",""8""],""10"":[""4"",""7"",""8""]}",,18,,,,"[""7"",""8"",""6"",""4"",""1""]",,17,"[""5"",""8"",""1""]",,18,"{""9"":[""90""],""8"":[""86"",""89"",""85""],""7"":[""86"",""89"",""85""],""6"":[""86"",""89"",""84"",""85""],""1"":[""86"",""89"",""84"",""85""],""3"":[""86"",""89"",""84"",""85""],""2"":[""86"",""89"",""84"",""85""],""4"":[""86"",""89"",""84"",""85""],""5"":[""86"",""89"",""84"",""85""]}",,91,"{""11"":[""86"",""89"",""84"",""85""],""12"":[""86"",""89"",""84"",""85""],""13"":[""86"",""89"",""84"",""85""],""16"":[""86"",""89"",""84"",""85""],""10"":[""84""],""15"":[""86"",""89"",""84"",""85""],""18"":[""89"",""84""],""14"":[""86"",""89"",""84"",""85""],""17"":[""86"",""89"",""84"",""85""]}",,52,"""2""",,7,"""3""",,3,"""4""",,30,"""1""",,7,,,,"""1989""",,6,"""1""",,2,"""2""",,3,"""4""",,3,"""5""",,21,"[""11"",""13"",""16""]",,38
"""1""",,15,"""8""",,30,"[""99""]",cossa.ru,51,,,,,,,,,,,,,"{""400"":""1"",""44"":""1"",""47"":""1"",""45"":""1"",""48"":""1"",""42"":""1"",""46"":""1"",""39"":""1"",""40"":""1"",""41"":""1"",""402"":""1"",""401"":""1""}",,115,"{""400"":{""LastName"":""Широков"",""Company"":""Одноклассники""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""},""47"":{""LastName"":""Белоусов"",""Company"":""Parallels""},""45"":{""LastName"":""Балмер"",""Company"":""Microsoft""},""48"":{""LastName"":""Долгов"",""Company"":""ebay""},""42"":{""LastName"":""Молибог"",""Company"":""РБК""},""46"":{""LastName"":""Касперский"",""Company"":""АНтивирус Касперского""},""39"":{""LastName"":""Волож"",""Company"":""Яндекс""},""40"":{""LastName"":""Гришин"",""Company"":""Mail.ru""},""41"":{""LastName"":""Дуров"",""Company"":""ВКонтакте""},""402"":{""LastName"":""Терехов"",""CompanyEmpty"":""1""},""401"":{""LastName"":""Артамонова"",""Company"":""Mail.ru""}}",,480,"[""42"",""41"",""402"",""44"",""39"",""46"",""45"",""40"",""401"",""47"",""400"",""48""]",,43,"{""42"":[""8""],""40"":[""4"",""8""],""41"":[""4"",""7"",""8""],""401"":[""8""],""402"":[""7"",""8""],""47"":[""8""],""44"":[""4"",""7"",""8"",""10""],""400"":[""7"",""8"",""10""],""39"":[""7"",""8""],""48"":[""7"",""8""],""46"":[""7"",""8""],""45"":[""4"",""7"",""8""]}",,128,"[""7"",""8"",""11"",""6""]",,31,"{""11"":[""4"",""7"",""8""],""6"":[""1"",""4"",""7"",""8"",""10""],""7"":[""4"",""7"",""8"",""10""],""8"":[""4"",""7"",""8""]}",,45,,,,"[""4"",""3"",""2"",""7"",""11"",""6"",""12"",""1"",""5""]",,23,"[""4"",""3"",""2"",""7"",""6"",""12"",""1""]",,23,"{""7"":[""85"",""84"",""83"",""89"",""86"",""87""],""8"":[""85"",""83""],""5"":[""85"",""84"",""88"",""83"",""89"",""86"",""87""],""9"":[""84"",""83"",""89"",""87""],""1"":[""85"",""84"",""83"",""86"",""87""],""6"":[""85"",""84"",""83"",""89"",""86"",""87""],""3"":[""85"",""84"",""88"",""83"",""89"",""86"",""87""],""2"":[""85"",""84"",""88"",""83"",""89"",""86"",""87""],""4"":[""84"",""88"",""83"",""86"",""87""]}",,148,"{""13"":[""85"",""84"",""88"",""83"",""89"",""86"",""87""],""10"":[""83""],""11"":[""85"",""84"",""83"",""89"",""86"",""87""],""14"":[""85"",""84"",""88"",""83"",""89"",""86"",""87""],""12"":[""85"",""84"",""83"",""89"",""86"",""87""],""15"":[""85"",""84"",""88"",""83"",""89"",""86"",""87""],""16"":[""84"",""83"",""89"",""87""],""17"":[""85"",""84"",""83"",""89"",""86"",""87""],""18"":[""84"",""83"",""87""]}",,360,"""3""",,24,"""6""",,110,"""1""",,15,"""1""",,44,,,,"""1984""",,21,"""1""",,8,"""1""",,13,"""4""",,8,"""5""",,21,"[""2"",""11"",""23""]",,30
"""1""",,8,"""6""",,10,"[""1"",""2"",""3"",""4"",""7"",""8"",""10"",""11"",""12""]",twitter,34,"{""1"":""6"",""2"":""6"",""3"":""6"",""4"":""2"",""7"":""2"",""8"":""1"",""10"":""1"",""11"":""6"",""12"":""1""}",,56,,,,,,,,,,"{""41"":""1"",""45"":""1"",""44"":""1""}",,37,"{""41"":{""LastName"":""дуров"",""Company"":""вконтач""},""45"":{""LastName"":""балмер"",""Company"":""мелкомякгие""},""44"":{""LastName"":""сахарный город"",""Company"":""лицокнига""}}",,43,"[""45"",""47"",""39"",""40"",""41"",""46"",""44""]",,37,"{""45"":[""4"",""7"",""8"",""10""],""41"":[""4"",""7"",""8"",""10""],""47"":[""4"",""8""],""46"":[""4""],""39"":[""4"",""8""],""40"":[""8""],""44"":[""1"",""4"",""7"",""8"",""10""]}",,56,"[""11"",""3"",""2"",""12"",""6"",""9"",""10"",""4"",""7"",""1"",""8""]",,20,"{""11"":[""4""],""9"":[""4""],""10"":[""8""],""3"":[""4"",""8"",""10""],""4"":[""1"",""4"",""7"",""8"",""10""],""2"":[""4"",""7"",""8"",""10""],""7"":[""4"",""7"",""8"",""10""],""12"":[""8"",""10""],""1"":[""7"",""8"",""10""],""6"":[""7"",""10""],""8"":[""4"",""7"",""8"",""10""]}",,85,,,,"[""3"",""6"",""10"",""4"",""1""]",,23,"[""10"",""1"",""8""]",,18,"{""5"":[""90""],""4"":[""85"",""84"",""86"",""89""],""1"":[""85"",""84"",""86"",""89""],""9"":[""84"",""89""],""3"":[""90""],""2"":[""87"",""88"",""85"",""84"",""86"",""83"",""89""],""6"":[""85"",""84"",""89""],""7"":[""85"",""86"",""89""],""8"":[""85"",""84""]}",,95,"{""12"":[""85"",""84"",""89""],""16"":[""85"",""84"",""89""],""11"":[""85"",""84"",""89""],""18"":[""85"",""84"",""89""],""17"":[""85"",""84"",""89""],""14"":[""85"",""84"",""86"",""89""],""10"":[""84""],""13"":[""85"",""84"",""89""],""15"":[""85"",""84"",""86"",""89""]}",,86,"""2""",,15,"""4""",,7,"""1""",,7,"""1""",,19,,,,"""87""",,5,"""1""",,3,"""2""",,4,"""4""",,7,"""4""",,22,"[""2"",""16"",""26""]",,49
"""1""",,13,"""7""",,21,"[""4""]",,34,"{""4"":""6""}",,9,,,,,,,,,,"{""49"":""1""}",,29,,,,"[""99""]",,11,,,,"[""99""]",,12,,,,,,,"[""4"",""2"",""7"",""8""]",,25,"[""6"",""1"",""8""]",,26,"{""6"":[""85"",""83""],""2"":[""85"",""84"",""89"",""83""],""1"":[""86"",""85"",""84"",""89"",""83""],""4"":[""85"",""84"",""89"",""83""],""7"":[""84"",""89""],""8"":[""89""],""3"":[""89""],""9"":[""85""],""5"":[""85""]}",,160,"{""12"":[""86"",""85"",""84"",""89""],""14"":[""85"",""83""],""13"":[""86"",""88"",""85"",""87"",""84"",""89"",""83""],""11"":[""88"",""85"",""84""],""16"":[""85"",""84""],""18"":[""86"",""88"",""83""],""17"":[""86"",""85"",""87"",""84"",""89"",""83""],""10"":[""85""],""15"":[""90""]}",,134,"""99""",,25,"""1""",,10,,,,"""99""",,18,,,,"""1983""",,5,"""1""",,4,"""7""",,5,"""9""",,5,"""4""",,21,"[""2"",""3"",""19""]",,79
"""2""",,8,"""3""",,7,"[""7"",""8""]",,20,"{""7"":""1"",""8"":""2""}",,16,,,,,,,,,,"{""41"":""1"",""43"":""1"",""39"":""1"",""44"":""1""}",,36,"{""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте""},""43"":{""LastNameEmpty"":""1"",""Company"":""Яндекс""},""39"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""44"":{""LastName"":""Цукерберг"",""Company"":""Facebook""}}",,31,"[""44"",""41"",""46""]",,23,"{""41"":[""4"",""6"",""7"",""8""],""44"":[""7"",""8""],""46"":[""7"",""8""]}",,32,"[""1"",""4"",""7""]",,20,"{""1"":[""7"",""8""],""4"":[""7"",""8""],""7"":[""7"",""8""]}",,12,,,,"[""8"",""1"",""3"",""4"",""7""]",,17,"[""9"",""1"",""4"",""7""]",,15,"{""8"":[""89"",""85"",""86""],""6"":[""85"",""86""],""2"":[""89"",""85"",""86""],""3"":[""90""],""7"":[""89"",""85"",""86""],""5"":[""89"",""85"",""86""],""4"":[""89"",""85""],""9"":[""90""],""1"":[""89"",""83"",""85"",""86"",""84""]}",,116,"{""13"":[""89"",""85"",""86"",""84""],""10"":[""90""],""17"":[""89"",""85"",""86"",""84""],""11"":[""89"",""85"",""86"",""84""],""12"":[""89"",""85"",""86"",""84""],""15"":[""89"",""85"",""86""],""14"":[""89"",""85"",""86"",""84""],""16"":[""89"",""83"",""88"",""85"",""86"",""84""],""18"":[""87"",""89"",""83"",""85"",""86"",""84""]}",,90,"""5""",,14,"""99""",,11,,,,,,,"""98""",Программирование,21,"""1993""",,6,"""1""",,4,"""98""",,13,"""3""",,12,"""3""",,14,"[""3"",""16"",""23""]",,33
"""2""",,22,"""16""",,49,"[""1"",""4"",""5"",""7"",""8"",""12""]",ОБС,59,"{""1"":""6"",""4"":""4"",""5"":""3"",""7"":""3"",""8"":""6"",""12"":""4""}",,60,,,,,,,,,,"{""46"":""1"",""45"":""1"",""47"":""1"",""43"":""1"",""48"":""1"",""44"":""1""}",,43,"{""46"":{""LastNameEmpty"":""1"",""Company"":""2""},""45"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""47"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""43"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""48"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""44"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""}}",,76,"[""47"",""44"",""45""]",,41,"{""47"":[""4""],""44"":[""4""],""45"":[""5""]}",,24,"[""1"",""12"",""7""]",,25,"{""1"":[""4""],""7"":[""5""],""12"":[""6""]}",,27,,,,"[""4"",""5"",""3"",""8"",""1"",""12"",""6"",""2"",""9"",""11"",""7"",""10""]",,27,"[""8"",""1"",""9""]",,24,"{""5"":[""90""],""8"":[""86"",""83"",""89"",""84"",""88"",""85"",""87""],""1"":[""86"",""83"",""84"",""85""],""4"":[""90""],""3"":[""90""],""7"":[""85""],""9"":[""86"",""83"",""89"",""84"",""88"",""85"",""87""],""6"":[""86"",""85""],""2"":[""86"",""83"",""89"",""84"",""85"",""87""]}",,159,"{""14"":[""86""],""17"":[""85""],""16"":[""84""],""18"":[""86""],""12"":[""85""],""11"":[""90""],""13"":[""86""],""10"":[""90""],""15"":[""87""]}",,160,"""3""",,31,"""1""",,10,"""3""",,10,,,,"""4""",,10,"""-3""",,96,"""1""",,8,"""1""",,8,"""4""",,11,"""9""",,15,"[""2""]",,40
"""2""",,8,"""8""",,8,"[""1"",""2"",""4"",""6"",""7"",""8"",""10"",""11""]",,24,"{""1"":""5"",""2"":""2"",""4"":""1"",""6"":""2"",""7"":""1"",""8"":""2"",""10"":""2"",""11"":""1""}",,87,,,,,,,,,,"{""41"":""1"",""402"":""1"",""44"":""1""}",,17,"{""41"":{""LastName"":""Дуров"",""Company"":""Вконтакте""},""402"":{""LastNameEmpty"":""1"",""CompanyEmpty"":""1""},""44"":{""LastName"":""Цукерберг"",""Company"":""Фейсбук""}}",,42,"[""41"",""43"",""39"",""45"",""44""]",,23,"{""39"":[""1"",""4"",""6"",""7"",""8""],""41"":[""4"",""7"",""8""],""45"":[""1"",""4"",""7"",""8""],""44"":[""1"",""4"",""5"",""6"",""7"",""8""],""43"":[""4"",""7"",""8""]}",,83,"[""8"",""7"",""3"",""1"",""11"",""5"",""4"",""10"",""2""]",,18,"{""8"":[""1"",""4"",""6"",""7"",""8""],""5"":[""4"",""7"",""8""],""7"":[""4"",""6"",""7"",""8""],""3"":[""4"",""7"",""8""],""4"":[""4"",""7"",""8""],""1"":[""4"",""7"",""8""],""10"":[""4"",""8""],""11"":[""4"",""7"",""8""],""2"":[""1"",""4"",""7"",""8""]}",,133,,,,"[""8"",""3"",""1"",""5"",""4"",""6""]",,17,"[""8"",""7"",""1"",""2""]",,14,"{""7"":[""84"",""85""],""9"":[""84"",""87""],""8"":[""84"",""85""],""5"":[""83"",""89"",""86"",""84""],""4"":[""89"",""84""],""1"":[""89"",""86"",""84"",""85""],""3"":[""89"",""86"",""84"",""85""],""2"":[""83"",""89"",""86"",""84"",""85""],""6"":[""84"",""85""]}",,79,"{""15"":[""83"",""84"",""85""],""17"":[""84"",""85""],""16"":[""83"",""86"",""84"",""85""],""13"":[""83"",""89"",""86"",""84"",""85""],""10"":[""84""],""12"":[""84"",""85""],""14"":[""89"",""86"",""84"",""85"",""87""],""11"":[""84"",""85""],""18"":[""83"",""84"",""85""]}",,64,"""2""",,12,"""3""",,5,"""2""",,4,,,,"""1""",,11,"""1988""",,4,"""1""",,3,"""3""",,4,"""4""",,9,"""3""",,6,"[""4"",""10"",""18""]",,89
